g1.name,p1.uniprot_id,p2.uniprot_id,g2.name,g2.druggability_tier
SMARCA4,P51532,P42229,STAT5A,Tier 2
SMARCA4,P51532,P51692,STAT5B,Tier 2
SMARCA4,P51532,O14746,TERT,Tier 2
SMARCA4,P51532,P12830,CDH1,Tier 3A
SMARCA4,P51532,P09429,HMGB1,Tier 3A
SMARCA4,P51532,O76036,NCR1,Tier 3A
SMARCA4,P51532,P84243,H3F3A,Tier 3B
SMARCA4,P51532,P84243,H3F3B,Tier 3B
SMARCA4,P51532,P01574,IFNB1,Tier 3B
ARSA,P15289,P00387,CYB5R3,Tier 1
ARSA,P15289,P08246,ELANE,Tier 1
ARSA,P15289,P42685,FRK,Tier 1
ARSA,P15289,P06280,GLA,Tier 1
ARSA,P15289,P20839,IMPDH1,Tier 1
ARSA,P15289,O00754,MAN2B1,Tier 1
ARSA,P15289,P28482,MAPK1,Tier 1
ARSA,P15289,P05164,MPO,Tier 1
ARSA,P15289,Q05655,PRKCD,Tier 1
ARSA,P15289,P08842,STS,Tier 1
ARSA,P15289,P02766,TTR,Tier 1
ARSA,P15289,P07437,TUBB,Tier 1
ARSA,P15289,P68371,TUBB4B,Tier 1
ARSA,P15289,Q16880,UGT8,Tier 1
ARSA,P15289,P53396,ACLY,Tier 2
ARSA,P15289,P10619,CTSA,Tier 2
ARSA,P15289,P53634,CTSC,Tier 2
ARSA,P15289,P08311,CTSG,Tier 2
ARSA,P15289,Q9UHL4,DPP7,Tier 2
ARSA,P15289,P04066,FUCA1,Tier 2
ARSA,P15289,Q9BTY2,FUCA2,Tier 2
ARSA,P15289,Q92820,GGH,Tier 2
ARSA,P15289,P16278,GLB1,Tier 2
ARSA,P15289,P55072,VCP,Tier 2
ARSA,P15289,P20933,AGA,Tier 3A
ARSA,P15289,P17213,BPI,Tier 3A
ARSA,P15289,P01024,C3,Tier 3A
ARSA,P15289,P54803,GALC,Tier 3A
ARSA,P15289,P34059,GALNS,Tier 3A
ARSA,P15289,P28799,GRN,Tier 3A
ARSA,P15289,Q99519,NEU1,Tier 3A
ARSA,P15289,P19652,ORM2,Tier 3A
ARSA,P15289,Q9HD89,RETN,Tier 3A
ARSA,P15289,O00584,RNASET2,Tier 3A
ARSA,P15289,P31151,S100A7,Tier 3A
ARSA,P15289,Q8NBK3,SUMF1,Tier 3A
ARSA,P15289,P07355,ANXA2,Tier 3B
ARSA,P15289,Q96EG1,ARSG,Tier 3B
ARSA,P15289,Q5FYB1,ARSI,Tier 3B
ARSA,P15289,P20160,AZU1,Tier 3B
ARSA,P15289,Q7Z4R8,C6orf120,Tier 3B
ARSA,P15289,Q9NZK5,CECR1,Tier 3B
ARSA,P15289,O75629,CREG1,Tier 3B
ARSA,P15289,P15586,GNS,Tier 3B
ARSA,P15289,P08236,GUSB,Tier 3B
ARSA,P15289,P61626,LYZ,Tier 3B
ARSA,P15289,P24158,PRTN3,Tier 3B
ARSA,P15289,P10153,RNASE2,Tier 3B
ARSA,P15289,P12724,RNASE3,Tier 3B
ARSA,P15289,P29508,SERPINB3,Tier 3B
